TransactionID,Date,Product,Quantity,Region,Channel,CustomerID,Price,Revenue,Discount_Percent,Discount_Amount,Final_Revenue,Month,Month_Name,Quarter,Year,DayOfWeek
TXN00224,2024-07-02,Keyboard,2,East,Retail Store,CUST0183,75,150,0,0.0,150.0,7,July,3,2024,Tuesday
TXN00225,2024-05-02,Graphics Card,4,East,Online,CUST0039,449,1796,10,179.60000000000002,1616.4,5,May,2,2024,Thursday
TXN00226,2024-09-11,Graphics Card,1,East,Online,CUST0196,449,449,0,0.0,449.0,9,September,3,2024,Wednesday
TXN00227,2024-10-20,Keyboard,2,East,Phone,CUST0187,75,150,0,0.0,150.0,10,October,4,2024,Sunday
TXN00228,2024-10-06,Mouse,2,East,Retail Store,CUST0089,25,50,5,2.5,47.5,10,October,4,2024,Sunday
TXN00229,2024-11-20,Laptop,5,South,Retail Store,CUST0062,899,4495,5,224.75,4270.25,11,November,4,2024,Wednesday
TXN00230,2024-04-07,USB Cable,3,East,Online,CUST0141,12,36,15,5.3999999999999995,30.6,4,April,2,2024,Sunday
TXN00231,2024-07-16,USB Cable,2,North,Online,CUST0109,12,24,5,1.2000000000000002,22.8,7,July,3,2024,Tuesday
TXN00232,2024-08-27,Mouse,3,North,Phone,CUST0081,25,75,0,0.0,75.0,8,August,3,2024,Tuesday
TXN00233,2024-05-23,USB Cable,4,South,Online,CUST0134,12,48,10,4.800000000000001,43.2,5,May,2,2024,Thursday
TXN00234,2024-04-06,SSD Drive,1,West,Phone,CUST0077,129,129,20,25.8,103.2,4,April,2,2024,Saturday
TXN00235,2024-07-19,Laptop,5,North,Online,CUST0188,899,4495,0,0.0,4495.0,7,July,3,2024,Friday
TXN00236,2024-05-03,RAM,3,West,Online,CUST0090,85,255,20,51.0,204.0,5,May,2,2024,Friday
TXN00237,2024-07-05,USB Cable,2,South,Retail Store,CUST0014,12,24,0,0.0,24.0,7,July,3,2024,Friday
TXN00238,2024-11-21,Keyboard,3,West,Online,CUST0095,75,225,10,22.5,202.5,11,November,4,2024,Thursday
TXN00239,2024-12-14,SSD Drive,2,West,Online,CUST0054,129,258,0,0.0,258.0,12,December,4,2024,Saturday
TXN00240,2024-09-15,USB Cable,3,West,Phone,CUST0132,12,36,0,0.0,36.0,9,September,3,2024,Sunday
TXN00241,2024-05-27,SSD Drive,2,West,Online,CUST0039,129,258,0,0.0,258.0,5,May,2,2024,Monday
TXN00242,2024-09-08,Webcam,4,South,Phone,CUST0072,89,356,5,17.8,338.2,9,September,3,2024,Sunday
TXN00243,2024-12-11,RAM,2,North,Online,CUST0025,85,170,0,0.0,170.0,12,December,4,2024,Wednesday
TXN00244,2024-05-26,Headphones,2,East,Online,CUST0077,149,298,0,0.0,298.0,5,May,2,2024,Sunday
TXN00245,2024-05-27,Keyboard,1,West,Phone,CUST0160,75,75,5,3.75,71.25,5,May,2,2024,Monday
TXN00246,2024-12-17,Keyboard,2,North,Retail Store,CUST0187,75,150,15,22.5,127.5,12,December,4,2024,Tuesday
TXN00247,2024-07-17,Laptop,1,North,Phone,CUST0191,899,899,0,0.0,899.0,7,July,3,2024,Wednesday
TXN00248,2024-11-03,SSD Drive,5,South,Phone,CUST0166,129,645,0,0.0,645.0,11,November,4,2024,Sunday
TXN00249,2024-05-07,Mouse,1,North,Phone,CUST0120,25,25,0,0.0,25.0,5,May,2,2024,Tuesday
TXN00250,2024-02-08,Keyboard,4,South,Retail Store,CUST0053,75,300,0,0.0,300.0,2,February,1,2024,Thursday
TXN00251,2024-12-03,SSD Drive,1,West,Online,CUST0195,129,129,10,12.9,116.1,12,December,4,2024,Tuesday
TXN00252,2024-12-25,SSD Drive,5,West,Phone,CUST0156,129,645,10,64.5,580.5,12,December,4,2024,Wednesday
TXN00253,2024-05-08,Monitor,4,East,Phone,CUST0131,299,1196,5,59.800000000000004,1136.2,5,May,2,2024,Wednesday
TXN00254,2024-09-23,Monitor,3,East,Retail Store,CUST0150,299,897,0,0.0,897.0,9,September,3,2024,Monday
TXN00255,2024-05-30,Headphones,3,East,Phone,CUST0096,149,447,10,44.7,402.3,5,May,2,2024,Thursday
TXN00256,2024-10-24,Webcam,1,North,Online,CUST0166,89,89,5,4.45,84.55,10,October,4,2024,Thursday
TXN00257,2024-04-08,Headphones,1,West,Retail Store,CUST0200,149,149,10,14.9,134.1,4,April,2,2024,Monday
TXN00258,2024-09-19,USB Cable,5,South,Online,CUST0072,12,60,5,3.0,57.0,9,September,3,2024,Thursday
TXN00259,2024-09-08,Mouse,5,East,Online,CUST0062,25,125,10,12.5,112.5,9,September,3,2024,Sunday
TXN00260,2024-05-23,USB Cable,2,South,Retail Store,CUST0185,12,24,5,1.2000000000000002,22.8,5,May,2,2024,Thursday
TXN00261,2024-12-11,Graphics Card,5,South,Phone,CUST0006,449,2245,0,0.0,2245.0,12,December,4,2024,Wednesday
TXN00262,2024-04-21,USB Cable,2,East,Online,CUST0032,12,24,20,4.800000000000001,19.2,4,April,2,2024,Sunday
TXN00263,2024-02-29,Laptop,4,West,Online,CUST0099,899,3596,5,179.8,3416.2,2,February,1,2024,Thursday
TXN00264,2024-01-02,USB Cable,1,East,Online,CUST0138,12,12,5,0.6000000000000001,11.4,1,January,1,2024,Tuesday
TXN00265,2024-10-30,Headphones,4,South,Online,CUST0131,149,596,0,0.0,596.0,10,October,4,2024,Wednesday
TXN00266,2024-09-10,Keyboard,5,East,Retail Store,CUST0187,75,375,5,18.75,356.25,9,September,3,2024,Tuesday
TXN00267,2024-05-19,Keyboard,4,South,Retail Store,CUST0076,75,300,5,15.0,285.0,5,May,2,2024,Sunday
TXN00268,2024-02-06,Monitor,4,South,Online,CUST0177,299,1196,0,0.0,1196.0,2,February,1,2024,Tuesday
TXN00269,2024-06-08,Mouse,4,East,Phone,CUST0059,25,100,0,0.0,100.0,6,June,2,2024,Saturday
TXN00270,2024-01-09,Mouse,5,North,Online,CUST0031,25,125,5,6.25,118.75,1,January,1,2024,Tuesday
TXN00271,2024-08-20,Laptop,4,East,Phone,CUST0093,899,3596,10,359.6,3236.4,8,August,3,2024,Tuesday
TXN00272,2024-04-08,Headphones,2,North,Online,CUST0069,149,298,5,14.9,283.1,4,April,2,2024,Monday
TXN00273,2024-05-26,Monitor,5,South,Phone,CUST0190,299,1495,0,0.0,1495.0,5,May,2,2024,Sunday
TXN00274,2024-10-30,Graphics Card,4,South,Online,CUST0052,449,1796,5,89.80000000000001,1706.2,10,October,4,2024,Wednesday
TXN00275,2024-07-26,Mouse,5,North,Phone,CUST0089,25,125,0,0.0,125.0,7,July,3,2024,Friday
TXN00276,2024-05-10,Keyboard,3,South,Online,CUST0127,75,225,0,0.0,225.0,5,May,2,2024,Friday
TXN00277,2024-05-31,USB Cable,2,North,Online,CUST0169,12,24,0,0.0,24.0,5,May,2,2024,Friday
TXN00278,2024-02-23,USB Cable,4,North,Phone,CUST0031,12,48,0,0.0,48.0,2,February,1,2024,Friday
TXN00279,2024-04-29,Monitor,3,South,Retail Store,CUST0084,299,897,0,0.0,897.0,4,April,2,2024,Monday
TXN00280,2024-06-09,Headphones,3,West,Phone,CUST0127,149,447,0,0.0,447.0,6,June,2,2024,Sunday
TXN00281,2024-04-25,Headphones,5,North,Retail Store,CUST0150,149,745,0,0.0,745.0,4,April,2,2024,Thursday
TXN00282,2024-03-15,Webcam,3,East,Online,CUST0132,89,267,0,0.0,267.0,3,March,1,2024,Friday
TXN00283,2024-04-22,RAM,2,East,Phone,CUST0013,85,170,5,8.5,161.5,4,April,2,2024,Monday
TXN00284,2024-04-13,Mouse,2,South,Phone,CUST0045,25,50,0,0.0,50.0,4,April,2,2024,Saturday
TXN00285,2024-12-05,Headphones,1,West,Phone,CUST0127,149,149,0,0.0,149.0,12,December,4,2024,Thursday
TXN00286,2024-09-10,Keyboard,2,South,Retail Store,CUST0170,75,150,10,15.0,135.0,9,September,3,2024,Tuesday
TXN00287,2024-08-14,Monitor,3,West,Retail Store,CUST0114,299,897,0,0.0,897.0,8,August,3,2024,Wednesday
TXN00288,2024-04-21,Graphics Card,2,North,Online,CUST0177,449,898,5,44.900000000000006,853.1,4,April,2,2024,Sunday
TXN00289,2024-04-08,Webcam,5,North,Retail Store,CUST0020,89,445,0,0.0,445.0,4,April,2,2024,Monday
TXN00290,2024-06-01,SSD Drive,1,North,Retail Store,CUST0081,129,129,0,0.0,129.0,6,June,2,2024,Saturday
TXN00291,2024-12-14,Laptop,3,North,Online,CUST0182,899,2697,5,134.85,2562.15,12,December,4,2024,Saturday
TXN00292,2024-12-31,Graphics Card,1,East,Phone,CUST0164,449,449,5,22.450000000000003,426.55,12,December,4,2024,Tuesday
TXN00293,2024-12-03,SSD Drive,3,East,Phone,CUST0129,129,387,15,58.05,328.95,12,December,4,2024,Tuesday
TXN00294,2024-07-12,USB Cable,5,South,Online,CUST0143,12,60,5,3.0,57.0,7,July,3,2024,Friday
TXN00295,2024-11-05,Laptop,1,West,Phone,CUST0017,899,899,20,179.8,719.2,11,November,4,2024,Tuesday
TXN00296,2024-06-11,Mouse,4,North,Retail Store,CUST0152,25,100,0,0.0,100.0,6,June,2,2024,Tuesday
TXN00297,2024-07-26,Keyboard,3,North,Online,CUST0058,75,225,0,0.0,225.0,7,July,3,2024,Friday
TXN00298,2024-06-17,Laptop,4,West,Online,CUST0072,899,3596,0,0.0,3596.0,6,June,2,2024,Monday
TXN00299,2024-06-09,RAM,1,West,Online,CUST0109,85,85,0,0.0,85.0,6,June,2,2024,Sunday
TXN00300,2024-03-08,SSD Drive,4,South,Phone,CUST0023,129,516,5,25.8,490.2,3,March,1,2024,Friday
TXN00301,2024-10-15,Mouse,4,West,Online,CUST0174,25,100,5,5.0,95.0,10,October,4,2024,Tuesday
TXN00302,2024-10-03,RAM,1,North,Online,CUST0072,85,85,0,0.0,85.0,10,October,4,2024,Thursday
TXN00303,2024-10-30,USB Cable,5,North,Online,CUST0008,12,60,15,9.0,51.0,10,October,4,2024,Wednesday
TXN00304,2024-05-14,RAM,4,North,Phone,CUST0059,85,340,10,34.0,306.0,5,May,2,2024,Tuesday
TXN00305,2024-07-13,Webcam,4,North,Retail Store,CUST0111,89,356,0,0.0,356.0,7,July,3,2024,Saturday
TXN00306,2024-05-07,Webcam,5,North,Online,CUST0187,89,445,0,0.0,445.0,5,May,2,2024,Tuesday
TXN00307,2024-02-02,Monitor,4,South,Retail Store,CUST0013,299,1196,0,0.0,1196.0,2,February,1,2024,Friday
TXN00308,2024-06-24,Graphics Card,4,North,Phone,CUST0167,449,1796,0,0.0,1796.0,6,June,2,2024,Monday
TXN00309,2024-01-22,Graphics Card,4,South,Phone,CUST0156,449,1796,0,0.0,1796.0,1,January,1,2024,Monday
TXN00310,2024-08-25,Mouse,2,North,Phone,CUST0189,25,50,5,2.5,47.5,8,August,3,2024,Sunday
TXN00311,2024-06-06,USB Cable,5,East,Phone,CUST0016,12,60,0,0.0,60.0,6,June,2,2024,Thursday
TXN00312,2024-02-07,Headphones,4,East,Retail Store,CUST0119,149,596,0,0.0,596.0,2,February,1,2024,Wednesday
TXN00313,2024-08-17,Webcam,5,East,Online,CUST0002,89,445,20,89.0,356.0,8,August,3,2024,Saturday
TXN00314,2024-12-30,Mouse,3,East,Phone,CUST0145,25,75,5,3.75,71.25,12,December,4,2024,Monday
TXN00315,2024-02-20,Headphones,3,South,Phone,CUST0030,149,447,15,67.05,379.95,2,February,1,2024,Tuesday
TXN00316,2024-09-20,Graphics Card,4,South,Retail Store,CUST0103,449,1796,0,0.0,1796.0,9,September,3,2024,Friday
TXN00317,2024-10-09,Monitor,5,West,Retail Store,CUST0013,299,1495,0,0.0,1495.0,10,October,4,2024,Wednesday
TXN00318,2024-01-27,RAM,5,North,Phone,CUST0096,85,425,5,21.25,403.75,1,January,1,2024,Saturday
TXN00319,2024-08-13,Webcam,5,East,Online,CUST0094,89,445,0,0.0,445.0,8,August,3,2024,Tuesday
TXN00320,2024-10-03,Mouse,2,South,Online,CUST0082,25,50,0,0.0,50.0,10,October,4,2024,Thursday
TXN00321,2024-10-12,Laptop,3,North,Phone,CUST0013,899,2697,5,134.85,2562.15,10,October,4,2024,Saturday
TXN00322,2024-04-06,Headphones,5,North,Retail Store,CUST0171,149,745,5,37.25,707.75,4,April,2,2024,Saturday
TXN00323,2024-10-10,RAM,5,South,Phone,CUST0094,85,425,0,0.0,425.0,10,October,4,2024,Thursday
TXN00324,2024-11-12,Webcam,2,East,Phone,CUST0149,89,178,0,0.0,178.0,11,November,4,2024,Tuesday
TXN00325,2024-10-30,Graphics Card,2,West,Retail Store,CUST0112,449,898,0,0.0,898.0,10,October,4,2024,Wednesday
TXN00326,2024-05-26,USB Cable,5,North,Phone,CUST0055,12,60,0,0.0,60.0,5,May,2,2024,Sunday
TXN00327,2024-01-04,Headphones,1,West,Phone,CUST0081,149,149,0,0.0,149.0,1,January,1,2024,Thursday
TXN00328,2024-02-04,Graphics Card,5,East,Phone,CUST0168,449,2245,0,0.0,2245.0,2,February,1,2024,Sunday
TXN00329,2024-07-10,Webcam,5,East,Retail Store,CUST0116,89,445,0,0.0,445.0,7,July,3,2024,Wednesday
TXN00330,2024-02-18,Headphones,2,West,Online,CUST0143,149,298,20,59.6,238.4,2,February,1,2024,Sunday
TXN00331,2024-01-17,RAM,2,East,Online,CUST0180,85,170,5,8.5,161.5,1,January,1,2024,Wednesday
TXN00332,2024-06-20,Webcam,5,North,Retail Store,CUST0108,89,445,10,44.5,400.5,6,June,2,2024,Thursday
TXN00333,2024-08-07,SSD Drive,5,West,Online,CUST0053,129,645,0,0.0,645.0,8,August,3,2024,Wednesday
TXN00334,2024-06-06,Mouse,5,East,Phone,CUST0128,25,125,0,0.0,125.0,6,June,2,2024,Thursday
TXN00335,2024-02-15,RAM,2,West,Online,CUST0180,85,170,0,0.0,170.0,2,February,1,2024,Thursday
TXN00336,2024-01-06,Headphones,5,North,Phone,CUST0158,149,745,0,0.0,745.0,1,January,1,2024,Saturday
TXN00337,2024-04-08,USB Cable,5,East,Online,CUST0161,12,60,0,0.0,60.0,4,April,2,2024,Monday
TXN00338,2024-08-20,Graphics Card,4,North,Retail Store,CUST0057,449,1796,10,179.60000000000002,1616.4,8,August,3,2024,Tuesday
TXN00339,2024-02-06,Laptop,1,East,Online,CUST0052,899,899,5,44.95,854.05,2,February,1,2024,Tuesday
TXN00340,2024-10-06,Graphics Card,3,South,Online,CUST0137,449,1347,5,67.35000000000001,1279.65,10,October,4,2024,Sunday
TXN00341,2024-12-14,Headphones,1,East,Online,CUST0182,149,149,0,0.0,149.0,12,December,4,2024,Saturday
TXN00342,2024-10-28,Graphics Card,4,West,Retail Store,CUST0111,449,1796,15,269.4,1526.6,10,October,4,2024,Monday
TXN00343,2024-06-29,Mouse,3,East,Online,CUST0001,25,75,0,0.0,75.0,6,June,2,2024,Saturday
TXN00344,2024-04-04,Webcam,5,North,Retail Store,CUST0044,89,445,0,0.0,445.0,4,April,2,2024,Thursday
TXN00345,2024-04-08,Laptop,4,North,Phone,CUST0075,899,3596,0,0.0,3596.0,4,April,2,2024,Monday
TXN00346,2024-07-06,Keyboard,5,East,Online,CUST0098,75,375,10,37.5,337.5,7,July,3,2024,Saturday
TXN00347,2024-04-25,Headphones,2,West,Retail Store,CUST0009,149,298,20,59.6,238.4,4,April,2,2024,Thursday
TXN00348,2024-07-09,Monitor,4,South,Retail Store,CUST0032,299,1196,0,0.0,1196.0,7,July,3,2024,Tuesday
TXN00349,2024-09-09,Keyboard,2,West,Online,CUST0015,75,150,15,22.5,127.5,9,September,3,2024,Monday
TXN00350,2024-06-09,Graphics Card,4,South,Phone,CUST0140,449,1796,10,179.60000000000002,1616.4,6,June,2,2024,Sunday
TXN00351,2024-09-12,Headphones,4,North,Retail Store,CUST0185,149,596,0,0.0,596.0,9,September,3,2024,Thursday
TXN00352,2024-11-18,SSD Drive,2,West,Online,CUST0136,129,258,0,0.0,258.0,11,November,4,2024,Monday
TXN00353,2024-05-07,Monitor,3,South,Phone,CUST0072,299,897,0,0.0,897.0,5,May,2,2024,Tuesday
TXN00354,2024-01-18,Laptop,1,East,Retail Store,CUST0155,899,899,20,179.8,719.2,1,January,1,2024,Thursday
TXN00355,2024-10-07,USB Cable,5,North,Retail Store,CUST0190,12,60,0,0.0,60.0,10,October,4,2024,Monday
TXN00356,2024-08-10,SSD Drive,4,East,Phone,CUST0012,129,516,10,51.6,464.4,8,August,3,2024,Saturday
TXN00357,2024-02-23,Keyboard,5,North,Phone,CUST0065,75,375,0,0.0,375.0,2,February,1,2024,Friday
TXN00358,2024-02-27,Webcam,2,West,Online,CUST0107,89,178,10,17.8,160.2,2,February,1,2024,Tuesday
TXN00359,2024-11-18,Mouse,5,West,Online,CUST0042,25,125,0,0.0,125.0,11,November,4,2024,Monday
TXN00360,2024-12-25,USB Cable,2,North,Retail Store,CUST0190,12,24,5,1.2000000000000002,22.8,12,December,4,2024,Wednesday
TXN00361,2024-06-22,SSD Drive,5,North,Phone,CUST0115,129,645,10,64.5,580.5,6,June,2,2024,Saturday
TXN00362,2024-10-06,Webcam,1,North,Phone,CUST0139,89,89,10,8.9,80.1,10,October,4,2024,Sunday
TXN00363,2024-04-23,Webcam,1,West,Phone,CUST0103,89,89,15,13.35,75.65,4,April,2,2024,Tuesday
TXN00364,2024-10-14,Headphones,1,South,Retail Store,CUST0171,149,149,0,0.0,149.0,10,October,4,2024,Monday
TXN00365,2024-12-07,SSD Drive,1,East,Phone,CUST0095,129,129,5,6.45,122.55,12,December,4,2024,Saturday
TXN00366,2024-05-30,Laptop,1,East,Phone,CUST0017,899,899,0,0.0,899.0,5,May,2,2024,Thursday
TXN00367,2024-05-06,Graphics Card,1,West,Retail Store,CUST0160,449,449,0,0.0,449.0,5,May,2,2024,Monday
TXN00368,2024-06-03,Monitor,2,East,Online,CUST0085,299,598,5,29.900000000000002,568.1,6,June,2,2024,Monday
TXN00369,2024-09-29,Monitor,4,North,Online,CUST0168,299,1196,0,0.0,1196.0,9,September,3,2024,Sunday
TXN00370,2024-04-13,Keyboard,5,South,Retail Store,CUST0151,75,375,5,18.75,356.25,4,April,2,2024,Saturday
TXN00371,2024-10-25,Keyboard,1,East,Phone,CUST0056,75,75,20,15.0,60.0,10,October,4,2024,Friday
TXN00372,2024-09-02,Monitor,2,South,Retail Store,CUST0134,299,598,0,0.0,598.0,9,September,3,2024,Monday
TXN00373,2024-06-24,Laptop,2,North,Online,CUST0086,899,1798,5,89.9,1708.1,6,June,2,2024,Monday
TXN00374,2024-02-08,Mouse,2,East,Online,CUST0178,25,50,0,0.0,50.0,2,February,1,2024,Thursday
TXN00375,2024-06-18,RAM,4,West,Retail Store,CUST0102,85,340,0,0.0,340.0,6,June,2,2024,Tuesday
TXN00376,2024-09-03,Graphics Card,5,South,Retail Store,CUST0165,449,2245,0,0.0,2245.0,9,September,3,2024,Tuesday
TXN00377,2024-01-26,Mouse,4,North,Online,CUST0192,25,100,15,15.0,85.0,1,January,1,2024,Friday
TXN00378,2024-12-20,Headphones,3,South,Retail Store,CUST0054,149,447,15,67.05,379.95,12,December,4,2024,Friday
TXN00379,2024-11-01,RAM,2,East,Online,CUST0200,85,170,15,25.5,144.5,11,November,4,2024,Friday
TXN00380,2024-01-13,RAM,3,East,Retail Store,CUST0177,85,255,20,51.0,204.0,1,January,1,2024,Saturday
TXN00381,2024-11-11,SSD Drive,1,West,Retail Store,CUST0115,129,129,0,0.0,129.0,11,November,4,2024,Monday
TXN00382,2024-11-08,Laptop,1,North,Retail Store,CUST0139,899,899,0,0.0,899.0,11,November,4,2024,Friday
TXN00383,2024-02-05,Laptop,4,North,Online,CUST0088,899,3596,5,179.8,3416.2,2,February,1,2024,Monday
TXN00384,2024-06-21,RAM,5,West,Retail Store,CUST0049,85,425,0,0.0,425.0,6,June,2,2024,Friday
TXN00385,2024-01-20,SSD Drive,3,West,Online,CUST0149,129,387,0,0.0,387.0,1,January,1,2024,Saturday
TXN00386,2024-11-16,Graphics Card,5,North,Online,CUST0115,449,2245,0,0.0,2245.0,11,November,4,2024,Saturday
TXN00387,2024-09-20,RAM,4,South,Retail Store,CUST0194,85,340,5,17.0,323.0,9,September,3,2024,Friday
TXN00388,2024-05-21,USB Cable,1,South,Retail Store,CUST0063,12,12,5,0.6000000000000001,11.4,5,May,2,2024,Tuesday
TXN00389,2024-05-22,Keyboard,5,West,Online,CUST0104,75,375,0,0.0,375.0,5,May,2,2024,Wednesday
TXN00390,2024-04-01,Keyboard,5,South,Online,CUST0083,75,375,0,0.0,375.0,4,April,2,2024,Monday
TXN00391,2024-12-19,Mouse,1,North,Phone,CUST0103,25,25,5,1.25,23.75,12,December,4,2024,Thursday
TXN00392,2024-11-17,Headphones,3,East,Online,CUST0156,149,447,5,22.35,424.65,11,November,4,2024,Sunday
TXN00393,2024-10-14,Keyboard,1,East,Phone,CUST0017,75,75,0,0.0,75.0,10,October,4,2024,Monday
TXN00394,2024-08-02,Webcam,5,South,Phone,CUST0006,89,445,10,44.5,400.5,8,August,3,2024,Friday
TXN00395,2024-12-07,Mouse,3,West,Phone,CUST0147,25,75,0,0.0,75.0,12,December,4,2024,Saturday
TXN00396,2024-02-20,Keyboard,3,West,Retail Store,CUST0184,75,225,0,0.0,225.0,2,February,1,2024,Tuesday
TXN00397,2024-06-01,Headphones,1,West,Retail Store,CUST0028,149,149,10,14.9,134.1,6,June,2,2024,Saturday
TXN00398,2024-07-04,Laptop,5,West,Online,CUST0194,899,4495,5,224.75,4270.25,7,July,3,2024,Thursday
TXN00399,2024-03-03,Laptop,4,West,Phone,CUST0038,899,3596,0,0.0,3596.0,3,March,1,2024,Sunday
TXN00400,2024-07-08,Graphics Card,5,South,Retail Store,CUST0119,449,2245,5,112.25,2132.75,7,July,3,2024,Monday
TXN00401,2024-05-04,RAM,2,East,Retail Store,CUST0037,85,170,5,8.5,161.5,5,May,2,2024,Saturday
TXN00402,2024-05-29,USB Cable,4,East,Retail Store,CUST0115,12,48,10,4.800000000000001,43.2,5,May,2,2024,Wednesday
TXN00403,2024-11-09,Laptop,3,South,Retail Store,CUST0068,899,2697,10,269.7,2427.3,11,November,4,2024,Saturday
TXN00404,2024-02-27,SSD Drive,4,West,Retail Store,CUST0177,129,516,5,25.8,490.2,2,February,1,2024,Tuesday
TXN00405,2024-12-07,Keyboard,3,South,Phone,CUST0043,75,225,0,0.0,225.0,12,December,4,2024,Saturday
TXN00406,2024-10-31,SSD Drive,3,East,Phone,CUST0164,129,387,0,0.0,387.0,10,October,4,2024,Thursday
TXN00407,2024-06-28,Headphones,4,North,Phone,CUST0058,149,596,0,0.0,596.0,6,June,2,2024,Friday
TXN00408,2024-06-18,Laptop,3,South,Phone,CUST0013,899,2697,0,0.0,2697.0,6,June,2,2024,Tuesday
TXN00409,2024-11-21,USB Cable,3,West,Online,CUST0052,12,36,5,1.8,34.2,11,November,4,2024,Thursday
TXN00410,2024-09-27,Headphones,2,East,Phone,CUST0058,149,298,5,14.9,283.1,9,September,3,2024,Friday
TXN00411,2024-02-23,Webcam,5,East,Retail Store,CUST0032,89,445,0,0.0,445.0,2,February,1,2024,Friday
TXN00412,2024-04-10,Webcam,5,East,Phone,CUST0105,89,445,0,0.0,445.0,4,April,2,2024,Wednesday
TXN00413,2024-09-20,SSD Drive,2,East,Online,CUST0188,129,258,0,0.0,258.0,9,September,3,2024,Friday
TXN00414,2024-02-22,RAM,4,West,Retail Store,CUST0083,85,340,0,0.0,340.0,2,February,1,2024,Thursday
TXN00415,2024-02-29,Mouse,1,North,Phone,CUST0186,25,25,10,2.5,22.5,2,February,1,2024,Thursday
TXN00416,2024-04-17,RAM,1,East,Phone,CUST0099,85,85,0,0.0,85.0,4,April,2,2024,Wednesday
TXN00417,2024-01-05,Graphics Card,1,South,Phone,CUST0104,449,449,5,22.450000000000003,426.55,1,January,1,2024,Friday
TXN00418,2024-04-12,RAM,2,North,Retail Store,CUST0184,85,170,15,25.5,144.5,4,April,2,2024,Friday
TXN00419,2024-07-14,Graphics Card,2,East,Retail Store,CUST0028,449,898,0,0.0,898.0,7,July,3,2024,Sunday
TXN00420,2024-09-18,Graphics Card,3,North,Online,CUST0129,449,1347,0,0.0,1347.0,9,September,3,2024,Wednesday
TXN00421,2024-12-30,USB Cable,1,South,Retail Store,CUST0170,12,12,0,0.0,12.0,12,December,4,2024,Monday
TXN00422,2024-12-15,Laptop,4,East,Retail Store,CUST0048,899,3596,5,179.8,3416.2,12,December,4,2024,Sunday
TXN00423,2024-02-16,USB Cable,4,South,Phone,CUST0040,12,48,5,2.4000000000000004,45.6,2,February,1,2024,Friday
TXN00424,2024-12-20,Graphics Card,1,West,Retail Store,CUST0097,449,449,0,0.0,449.0,12,December,4,2024,Friday
TXN00425,2024-11-06,Headphones,1,East,Phone,CUST0191,149,149,5,7.45,141.55,11,November,4,2024,Wednesday
TXN00426,2024-11-03,Webcam,1,East,Phone,CUST0200,89,89,15,13.35,75.65,11,November,4,2024,Sunday
TXN00427,2024-05-23,Graphics Card,2,East,Retail Store,CUST0114,449,898,0,0.0,898.0,5,May,2,2024,Thursday
TXN00428,2024-09-25,USB Cable,2,East,Online,CUST0132,12,24,0,0.0,24.0,9,September,3,2024,Wednesday
TXN00429,2024-05-03,Headphones,2,West,Online,CUST0166,149,298,15,44.699999999999996,253.3,5,May,2,2024,Friday
TXN00430,2024-04-15,USB Cable,5,East,Retail Store,CUST0155,12,60,5,3.0,57.0,4,April,2,2024,Monday
TXN00431,2024-06-06,RAM,4,North,Online,CUST0137,85,340,15,51.0,289.0,6,June,2,2024,Thursday
TXN00432,2024-05-26,Keyboard,4,East,Phone,CUST0111,75,300,5,15.0,285.0,5,May,2,2024,Sunday
TXN00433,2024-05-24,SSD Drive,3,West,Phone,CUST0144,129,387,10,38.7,348.3,5,May,2,2024,Friday
TXN00434,2024-04-29,Mouse,2,East,Retail Store,CUST0184,25,50,0,0.0,50.0,4,April,2,2024,Monday
TXN00435,2024-11-14,USB Cable,5,North,Online,CUST0076,12,60,10,6.0,54.0,11,November,4,2024,Thursday
TXN00436,2024-10-01,Mouse,5,West,Online,CUST0031,25,125,15,18.75,106.25,10,October,4,2024,Tuesday
TXN00437,2024-04-01,Monitor,4,West,Phone,CUST0119,299,1196,5,59.800000000000004,1136.2,4,April,2,2024,Monday
TXN00438,2024-02-27,USB Cable,2,North,Retail Store,CUST0142,12,24,0,0.0,24.0,2,February,1,2024,Tuesday
TXN00439,2024-12-11,Keyboard,3,North,Online,CUST0025,75,225,0,0.0,225.0,12,December,4,2024,Wednesday
TXN00440,2024-08-16,Mouse,2,North,Retail Store,CUST0034,25,50,0,0.0,50.0,8,August,3,2024,Friday
TXN00441,2024-04-26,Graphics Card,1,North,Online,CUST0067,449,449,0,0.0,449.0,4,April,2,2024,Friday
TXN00442,2024-11-13,USB Cable,2,North,Phone,CUST0152,12,24,0,0.0,24.0,11,November,4,2024,Wednesday
TXN00443,2024-10-05,Laptop,1,West,Phone,CUST0118,899,899,5,44.95,854.05,10,October,4,2024,Saturday
TXN00444,2024-05-06,SSD Drive,1,West,Retail Store,CUST0073,129,129,5,6.45,122.55,5,May,2,2024,Monday
TXN00445,2024-05-08,Keyboard,3,East,Phone,CUST0026,75,225,0,0.0,225.0,5,May,2,2024,Wednesday
TXN00446,2024-02-27,Mouse,4,East,Online,CUST0148,25,100,5,5.0,95.0,2,February,1,2024,Tuesday
TXN00447,2024-05-01,Keyboard,2,South,Phone,CUST0192,75,150,0,0.0,150.0,5,May,2,2024,Wednesday
TXN00448,2024-01-01,Headphones,1,East,Retail Store,CUST0104,149,149,0,0.0,149.0,1,January,1,2024,Monday
