DaysSinceLastInspection,PreviousViolationCount,ComplaintsLast6Months,CriticalViolationsBefore,PermitAge,SeatingCapacity,EmployeeCount,FoodHandlerCertified,KitchenInspectionScore,DaysSinceRenovation,RoachCockroachComplaints,TemperatureViolations,HighRiskFoodServed,InspectorChangedRecently,OwnershipChangedRecently,InspectionResult
490.3807382251575,7,5,5,6.477605747118333,81.04351573481564,21.129862099766928,54.76044136336847,26.422890485682807,1788.0669752829474,1,2,Yes,Yes,No,FAIL
203.54052851781717,5,3,1,3.0091229310557903,73.13649012590032,23.438421715752966,53.06154138265414,65.80189619127202,952.0584078403488,1,1,Yes,No,No,CONDITIONAL PASS
254.3735380964584,2,1,0,7.990324030345456,84.42088548304781,11.75180316798021,58.16411886039832,74.3286035509804,850.9503123813338,2,1,Yes,Yes,No,CONDITIONAL PASS
112.52147448972785,0,1,0,0.5,62.68347669596152,17.305971381382914,90.07966394914953,83.03463397808291,734.7053683435186,0,1,Yes,Yes,No,PASS
404.3654826500814,5,7,4,4.680076304022483,42.97810685371943,16.419012275789694,57.706967302847154,30.996827027643373,588.9114376258148,3,1,Yes,No,No,FAIL
375.9208303988086,5,6,5,21.767178695257964,151.16413740820406,15.735709707616302,45.34719824953835,31.756217808995096,1557.209163498756,1,3,Yes,Yes,Yes,FAIL
212.82584287020228,1,0,0,7.225652822615162,92.9580362694893,10.443260564436512,98.24172218173969,90.43431139384742,799.4561004569298,0,0,No,No,No,PASS
450.0254316653833,4,3,1,6.834745736148763,121.30067594435903,7.517561565565135,71.10387235979782,66.45666261975956,901.8769622912213,0,2,No,No,No,CONDITIONAL PASS
173.12760928484292,0,0,0,0.5,98.74511180347105,9.501397502901039,100.0,87.41010266191878,30.0,0,1,No,No,No,PASS
181.47061045553656,1,1,0,1.5541944810201427,23.085430803555447,13.53219417127584,83.40162865916413,81.88388990260296,30.0,0,0,No,No,No,PASS
241.85997134975707,2,0,2,0.5,87.9109314754414,18.803380180538525,86.76501172220857,75.36356755114875,548.1512757006215,0,0,No,Yes,No,PASS
438.09378270039997,8,4,4,7.908696988511522,69.50970021589632,15.028909785628763,17.054940787037356,44.88544703278318,1266.4814536583647,2,1,Yes,Yes,Yes,FAIL
245.1838095244798,9,4,4,7.580760985197095,34.533752730705345,18.902903597887615,56.30948511333057,67.55371018474382,389.1448317132204,0,2,No,No,No,CONDITIONAL PASS
229.5249809392818,0,1,0,1.916762604393774,77.66325780469717,12.285589202755874,89.02902952523542,85.70337377290008,386.97989224893917,0,0,No,No,Yes,PASS
281.7478904367375,4,0,1,6.63697839027135,92.94442417635659,26.51888506440938,86.02633060577831,68.68199981034277,1323.4535365619286,0,2,Yes,Yes,No,CONDITIONAL PASS
175.53324505402998,5,0,1,0.5,55.383212524214436,11.005751282411744,88.88578747349197,91.74009245386907,398.649518968972,0,0,No,No,No,PASS
185.9549489122836,2,4,1,2.44708778564077,44.9806577842845,24.155695891456336,95.0,70.83351274571964,970.381452318774,1,2,Yes,No,Yes,CONDITIONAL PASS
249.55978820185487,2,1,0,8.261627514820338,111.68922165440823,13.8854511021339,100.0,91.23890856348874,524.5062687874388,0,1,No,No,No,PASS
95.07775547697514,4,0,0,3.56263858499672,44.712763752727284,10.224391722547505,78.24651337787844,77.36869790582433,446.1394636668869,0,0,Yes,No,No,PASS
167.06624187753755,4,2,3,9.924176802717184,106.00966428986922,6.044178724528816,95.0,71.02412518208176,985.5912016464945,1,0,Yes,No,No,CONDITIONAL PASS
245.4904111153477,1,1,0,4.225456593742249,98.90659315512443,7.926409093829342,98.4187259588301,100.0,636.3126273764183,0,0,No,No,Yes,PASS
324.9761278854768,7,4,4,10.245325862478802,61.28809568765719,13.577039786053112,36.142485285542065,44.48161436020624,1291.293621657704,4,1,Yes,No,Yes,FAIL
277.9446782358981,0,0,1,0.5,72.86644196710564,13.109262584015225,88.30798788556218,85.46158466680622,30.0,0,0,Yes,No,No,PASS
236.14070358884766,1,1,0,5.376969337791909,78.00418494927116,14.2310091814474,77.62532922265622,97.06673852847301,473.63700728240167,0,0,Yes,No,No,PASS
233.97599252599503,0,0,0,5.900295940640903,106.83876164633529,13.563254956036614,93.03340072840562,87.268909182601,213.16915859009163,0,0,No,No,No,PASS
125.7410024937355,1,0,0,5.334119988422218,90.54431712667096,7.652836259815682,98.57733716976901,77.42659652266664,176.626805613411,0,1,Yes,Yes,No,PASS
226.25833869594328,3,3,1,2.0134015128294793,65.05139442942556,14.25720189084187,77.85328104756069,67.91844697720875,863.8160491089341,0,2,Yes,No,No,CONDITIONAL PASS
346.2882360612854,4,3,0,3.2264783319840404,118.2817976599971,23.68024285267607,50.8998279732334,61.776615753336515,1209.9897000163264,2,3,No,Yes,No,CONDITIONAL PASS
371.9590428254355,5,2,0,6.946774496456866,134.90107372532734,24.8355872774774,51.79618628202168,69.1310454104106,697.6523311624902,1,2,No,No,Yes,CONDITIONAL PASS
191.0005203443011,3,1,0,4.468238874558046,104.631852150604,16.447706155845122,90.18823016913412,82.31418175703908,797.7640107567588,0,1,No,No,Yes,PASS
170.892894297865,2,1,0,1.1683406161008811,47.44199597331381,21.289643800291245,83.71554336240965,79.2543404980487,30.0,0,1,No,No,Yes,PASS
509.1578456695117,5,6,4,4.478263494690253,23.188823092524146,10.557561946902172,15.116478126980738,35.50075356203746,1389.2144583518952,1,1,No,No,No,FAIL
418.96489731855866,1,2,3,3.9574057894598575,53.00248625344379,6.056518999272418,90.19242549879995,63.83176578534483,893.6207843963559,3,1,No,No,Yes,CONDITIONAL PASS
120.5678204921587,1,0,1,7.500999486988206,66.99777715255004,12.934298511160343,90.64975422990823,81.88342700859813,313.87014944923476,0,0,No,No,No,PASS
227.49976163777615,2,0,0,5.793208952896939,39.646141675202,3.621041082817497,79.73012106633546,82.30891875585996,216.55946397367273,0,0,No,No,No,PASS
144.63811458334732,1,2,0,5.399251181028555,110.98800111606673,8.656241432112274,90.2831950137735,95.89379691691747,658.141103062426,1,0,No,Yes,No,PASS
202.26875240227852,0,2,0,6.50845691054985,71.66706909891572,9.265069582722806,93.62452117392881,89.79867480503884,756.6541620791675,0,1,No,No,No,PASS
326.87791425215534,1,3,0,7.468316057446616,95.52658802244859,15.024337226181544,65.14376455859652,78.16752954861862,673.7423643614567,0,1,No,No,No,CONDITIONAL PASS
358.2948726295178,3,3,2,11.539575052960629,61.78078090313042,8.901381667721735,49.835149013900775,69.35817119867417,471.9787307866784,1,0,No,No,Yes,CONDITIONAL PASS
119.84823812173147,0,0,0,6.62498541862642,62.578830433486175,16.158187794757886,90.71342063308387,88.78962662760593,30.0,1,0,No,No,Yes,PASS
126.6291342224686,1,0,0,1.7101881818439324,13.756418161756109,18.030592173871415,100.0,81.49077976289404,400.7922561849175,0,0,No,No,No,PASS
246.55474171554954,4,1,2,3.46993773533484,35.682206748171424,16.8275250990913,75.03871176075018,68.37133068987833,960.3567178201329,1,0,Yes,No,No,CONDITIONAL PASS
287.4533413153379,2,4,3,6.460697097015262,127.58868577756823,19.99598194880571,67.52518609042458,70.29754622298235,979.5021807705172,1,0,No,No,No,CONDITIONAL PASS
247.59390177286545,1,1,0,2.2379445725050426,30.247604822816292,13.775128089674645,100.0,80.84721795293308,588.481859006827,0,0,Yes,No,No,PASS
365.0,1,0,0,2.6964972704531185,63.78348153253296,6.344788128520573,95.76080875210123,92.854275227896,284.35596667581603,0,0,No,No,No,PASS
540.3197358142377,5,5,1,11.841449138995658,119.15684827365625,16.645973892456585,10.904866246614354,45.354366500479095,1694.3806683831883,2,2,Yes,Yes,No,FAIL
193.64759607624777,4,2,0,0.5,57.50570300947262,8.817473186752352,83.919034084169,76.17957759463644,184.01803182783843,0,0,Yes,No,No,PASS
316.4423302712703,4,4,1,5.517807142418937,65.74793133893559,14.893828639396034,66.99769188577164,70.8352980936869,1536.0479123621026,3,1,Yes,No,No,CONDITIONAL PASS
384.6650148507999,3,1,3,2.2706824194367323,110.14081825937633,18.921124230525322,72.6050063071783,66.91241633553861,850.7545245575345,0,2,No,No,No,CONDITIONAL PASS
290.9373656967207,3,0,0,3.082323985045819,55.29561734370118,14.03978454875324,100.0,84.07585580409621,254.07912725966685,0,1,No,No,No,PASS
255.1786557247913,5,2,0,4.851199174332797,69.86139407167857,10.718435972303023,87.60369188484296,60.973337607090116,1006.8067510758833,1,2,No,No,No,CONDITIONAL PASS
550.5861086186812,5,3,4,14.707156620075232,94.01708173117872,22.8774535526349,47.989932835422195,51.41383177403203,1163.8426943444629,4,5,No,Yes,No,FAIL
94.66477742413954,0,0,0,1.8298402333119235,59.376890740674156,12.895352657285974,100.0,78.28500961747382,343.8146751584452,1,0,Yes,No,No,PASS
182.8850967996829,0,0,0,7.512355823045299,61.55848627626263,20.335063526785355,90.2268653315629,87.81031899487336,309.90736982325495,0,0,Yes,Yes,No,PASS
111.42178213016261,1,2,0,6.760176523205125,65.74290614287408,15.016865864736602,94.14918470374559,80.52116299384102,353.0469297122366,0,0,Yes,No,Yes,PASS
358.4796841507246,5,1,1,9.467846109920945,74.9867560330254,14.131238376715066,62.75206778183295,75.41943815353284,1428.696495648543,0,0,Yes,No,No,CONDITIONAL PASS
197.30515247920084,3,5,3,8.469685319228931,99.18484332038972,12.558158738682032,71.96454581314019,69.92708480156402,877.0621347481572,1,1,No,Yes,No,CONDITIONAL PASS
213.98934172140665,5,2,3,9.228670988623522,113.59383834598293,23.175415748376604,64.59752146310096,85.0,868.1560815530013,0,0,No,Yes,No,CONDITIONAL PASS
491.91833809492874,10,7,4,2.0311603989094227,147.20634283994923,33.44279963094593,37.57555637222577,55.596819338045165,1382.3429721698894,2,7,Yes,Yes,No,FAIL
297.1113570948217,6,5,3,5.337392635142263,105.46320678506397,24.483678368653713,43.87670878882027,56.03796385597439,599.9757772239001,1,1,No,No,No,CONDITIONAL PASS
152.19493843125227,0,0,0,6.09082179833864,115.53739238050697,12.17433441389573,89.66444025459244,77.79127602542917,276.0088605372764,0,1,Yes,No,No,PASS
100.77260321494342,0,0,0,2.163604757836321,62.06040659837926,7.855417829968972,78.54781470668298,80.41536254079024,630.0974100066703,0,0,Yes,No,No,PASS
439.5891838082159,6,2,1,6.152566867650323,23.216052613543425,21.117029715467993,68.7334076323714,65.31968306910541,616.6411626902097,0,0,Yes,Yes,No,CONDITIONAL PASS
275.16100896872115,1,0,0,2.8153378246011775,42.64029548878729,7.367664908794414,74.26813458604443,75.99861471607746,89.34334949460407,0,1,No,No,No,PASS
228.7717271303376,1,0,1,3.7617256973766233,53.10813439470637,3.84721398876348,86.70174042266069,83.08915573155775,97.64257080621286,0,0,No,No,Yes,PASS
112.47065716209741,0,0,1,7.037433778230593,77.43783051621847,9.74364734535235,95.74356410512752,93.00559607517401,352.64788839249184,0,0,Yes,No,Yes,PASS
150.41994392047002,1,0,0,0.5,38.215112080457615,15.132973999979477,100.0,87.49752335585748,245.65806258832598,0,0,Yes,No,No,PASS
221.7723818888051,1,1,0,4.483300811886165,85.6269305598241,7.437461128029824,89.27686597920665,84.02822357471358,375.20140525848626,0,1,No,No,No,PASS
153.3424043954333,3,0,0,2.3639952620787126,57.03134534658387,13.42028285264935,72.7391055443456,94.29875866739471,442.3129666388496,0,0,No,No,No,PASS
179.91885406347944,4,6,1,6.405286181042312,19.909986700062078,2.801904790231637,76.51791186232717,71.15431636768919,819.3762028488794,2,1,No,Yes,No,CONDITIONAL PASS
250.06692369958844,1,0,0,2.824391019241797,53.16581919715936,7.922486490648896,100.0,85.3367813079499,345.71898796710065,1,0,Yes,No,Yes,PASS
457.8258982317922,7,4,3,7.847081051906861,91.41119243598204,21.929802134521275,18.9598113588477,26.276706731656596,2127.3507020990673,4,1,Yes,No,No,FAIL
149.79146075302805,0,0,0,4.330681976243554,79.50319675790116,19.017676659770885,98.40753210425359,84.32200752739689,781.0046167070836,0,1,No,Yes,Yes,PASS
324.3552874849972,5,1,3,14.635106570210812,128.46756275789016,5.453491144223724,75.32582361812854,74.70272883508717,498.5311888566687,1,0,No,No,No,CONDITIONAL PASS
126.1647377108501,1,1,0,4.354414647402699,74.53725152287025,5.689754883918327,79.14820355108878,91.41432786611333,649.4770583949326,0,0,No,Yes,Yes,PASS
305.5432365411276,1,1,0,2.8649160492013905,62.51417982392254,12.946016517371175,88.5844655371965,95.48785600497209,30.0,0,0,Yes,No,No,PASS
223.3003238425941,1,1,0,4.0115027177428475,50.480386511573634,9.378200221592083,81.87403745034995,91.37587089922967,657.776000410369,0,0,Yes,Yes,No,PASS
364.73284850731426,1,0,0,2.40192359679967,71.87440503497338,19.7690025054384,93.7053789219889,74.79450684293445,335.021037071955,0,1,Yes,No,No,PASS
304.5240479187263,2,0,0,7.773644233519225,45.11279983160405,17.84704116078231,94.36149489313216,86.43675267015985,502.8291652812092,0,0,Yes,No,No,PASS
272.99606430105234,2,0,0,2.629584110076884,49.55154408118569,5.607900388214259,80.64824703156178,95.43822243009896,460.7208542567439,0,1,Yes,No,No,PASS
144.45636454566784,0,0,1,6.99296621155607,96.01672367205173,15.621772556328397,96.70891761055482,87.81704804848698,122.27559709300317,0,1,No,No,No,PASS
125.54618027750413,4,0,1,1.230042394892731,100.9962645134205,15.211862958207838,79.4999393959176,74.22403769298467,251.22812217541687,0,0,Yes,No,No,PASS
457.07055671155837,8,3,6,6.7022714856499945,81.43118834618296,22.207617668274377,16.909928309674875,45.75829532785787,1483.0696361428056,0,4,No,Yes,No,FAIL
184.4456868251865,0,0,0,2.4865176901811523,13.740372585721254,15.334361725378955,100.0,90.92476801302655,361.1640525474271,0,0,Yes,Yes,No,PASS
312.37634677144547,4,2,0,10.178914661933062,91.85078124262253,13.605970122069918,59.25739778802965,63.42602488465535,992.3602762431728,1,1,No,No,No,CONDITIONAL PASS
369.5687966495683,9,3,5,7.45569327216927,118.6137564750851,26.875715322012205,45.17288364152784,53.301549592648996,1495.0118372119737,2,2,No,No,No,FAIL
258.4022720097673,1,6,2,9.00334468178856,28.779734539364938,13.640251192230487,78.48486581709598,63.91899960508978,1120.6656406440668,1,1,Yes,No,No,CONDITIONAL PASS
186.38581366151382,1,2,0,10.254112587837781,111.91700434698598,5.5264740965722545,89.13044099283849,86.93012670699508,324.0411515816088,0,2,No,No,No,PASS
108.52179016784109,0,1,0,4.797900725229976,25.124445999653524,9.73446205312456,91.18576761136235,82.35323013645414,272.33935171382325,0,0,No,Yes,No,PASS
499.8568126748433,10,10,4,12.840575543066794,38.312583288208934,21.936256516849603,75.0,50.109440912254755,1482.0239695587536,1,2,No,No,No,FAIL
367.6916003305341,6,7,6,9.572967043262953,124.45655180226308,7.14183283514957,50.3525047137879,57.75682245025044,1379.5601914121924,4,1,Yes,Yes,Yes,FAIL
47.3318814595269,0,0,1,4.995070074904675,81.41908024330921,10.115811602517198,97.69894494321522,84.06094834796157,342.6389181332922,0,0,No,No,No,PASS
231.45957739212116,1,0,0,3.4906821798960044,67.36333183599,8.678978280268844,69.84401708402072,74.5729207045172,482.1980405755001,0,0,No,No,No,PASS
278.6339638073809,5,1,1,1.389816703943878,124.88722130461109,14.596543642504663,59.057392595268745,62.4007247058608,570.965151175657,1,0,No,Yes,Yes,CONDITIONAL PASS
557.0316500139313,5,6,3,4.583073220192271,125.67771764808802,24.445271134856334,29.466549726848626,41.8238308662467,1245.0673925802867,1,3,Yes,No,No,FAIL
598.3914198183148,3,6,4,17.433132634388336,98.33111468001078,22.37327461212842,74.53472566198747,46.53438304369138,1491.7735764159042,2,4,Yes,Yes,Yes,FAIL
321.8390735555942,7,4,3,11.653496539245952,48.33225843240014,15.075561330418127,34.73158635034919,65.0,1618.7679227640535,5,6,Yes,No,No,FAIL
151.340553194093,1,1,0,8.849970978690838,119.9486685397516,18.963274441420257,92.47469859622137,93.98115515775795,580.2413560984616,1,1,No,No,No,PASS
137.22925303937012,2,0,0,3.376589745935136,95.97670437060792,2.0,93.30050039903935,86.98616527577505,349.59017507302883,0,1,No,Yes,No,PASS
203.1190427837302,2,0,1,3.084395756304551,77.90197061525956,4.747251133756478,85.39760860541149,91.66792006984842,741.8414308705926,0,0,No,Yes,No,PASS
442.4590633249992,8,8,3,9.447829528601627,106.11667183675931,10.561001268493916,39.12538364319332,47.4425766747543,1690.826937483758,3,7,Yes,No,Yes,FAIL
223.39379708396007,4,2,0,12.832146027063704,101.98728041287187,17.804351873859865,63.29533807698222,68.00656502674425,1188.0117542686278,1,1,No,No,No,CONDITIONAL PASS
77.79705363869073,0,2,1,3.4689276752238336,111.72130452210729,14.602509415384873,87.52506039014877,86.16120648593551,480.78311626314394,0,1,Yes,No,Yes,PASS
472.62858686819794,6,5,3,14.627757278799159,77.97779712766575,28.890814935946494,34.12284104276485,53.08492274428852,2105.63111790467,1,4,Yes,No,No,FAIL
89.81142281291363,2,0,0,6.200712697459452,68.73640406071563,11.875836661481229,77.25223776376353,77.96032302513964,56.94295650940012,0,0,No,No,Yes,PASS
197.76721662387456,0,2,0,7.447906470493745,101.36476065650993,8.62313380598356,90.36448481429396,99.95843556396599,404.9942524741998,0,0,Yes,Yes,No,PASS
190.9119753035097,2,0,0,5.961953960035473,106.24352296910688,16.113586872502196,95.50978892990527,91.64748298639044,512.4478119516532,0,0,Yes,No,No,PASS
402.4914849726294,9,4,4,9.976064301697397,15.0,21.55941113015302,38.61160136827643,36.50529985789505,1112.5321993266937,5,1,No,No,Yes,FAIL
291.9464706686854,0,0,0,0.5,78.7934175215094,24.971550923870556,89.67932427186793,85.32774645468211,601.5713794909827,0,1,No,No,No,PASS
184.05110888460655,1,1,1,5.698939212901603,100.36845197710002,10.329559206123328,92.78718406096336,80.9137502641083,740.0269820799874,0,1,Yes,No,No,PASS
222.69689268533338,0,0,0,6.241471635590046,40.92015829298856,14.416624136264014,80.4330935368294,90.46349023425319,428.3064264299399,0,0,Yes,No,No,PASS
457.6716847869359,6,2,2,14.126872154469659,102.92754377137597,13.424367154707216,56.79124087036128,42.54725331234582,1841.052890682861,3,4,Yes,Yes,No,FAIL
198.67500927261216,2,0,0,4.171592621069289,10.0,17.454833372597097,74.48710036823324,94.60108344340274,433.8490809637929,0,1,No,No,No,PASS
145.39372016590005,1,2,0,0.5,32.273102300816944,12.153737915437492,87.07442813667465,80.45858951888549,170.53169673573416,0,0,No,No,No,PASS
599.2450823138593,6,4,1,9.736236596616738,63.06211097993404,21.51981153019861,39.53843686667278,53.04470582979127,1224.1325193092227,2,3,Yes,No,Yes,FAIL
468.8786473782399,11,12,3,5.773323076094158,111.92506580462013,12.439940668415678,49.85565227700677,26.099607363949797,1873.9881432100387,10,3,Yes,Yes,No,FAIL
220.10154598783905,5,0,2,3.1466474131521385,92.28504039786974,8.73238488655655,85.33457690575307,72.3505267804138,749.7028209570169,2,3,Yes,No,Yes,CONDITIONAL PASS
123.60721282035868,0,1,0,2.7071572988780943,78.9731995547247,8.886262199990467,68.30416235288067,86.64439186439796,329.4630202008837,0,0,Yes,No,Yes,PASS
164.12059000572265,0,1,0,1.7562710920819762,65.32636274606692,13.005074903543267,81.28368610319464,95.58217679471014,446.0111223091002,0,0,No,No,No,PASS
126.09511971909852,2,0,0,0.5,23.31202509699304,8.322755398039783,86.62651938104574,90.40910402004239,248.303680175038,0,0,No,No,Yes,PASS
305.0816632596334,5,4,1,13.369298912820861,62.58455039306668,14.074496298172527,49.3862782115267,58.867936408265095,1222.596869863159,5,2,Yes,No,No,FAIL
452.59636053279934,6,6,4,4.728320741907282,118.78955482372433,16.845429927330073,35.75333586618737,45.02246107031253,1378.22496929789,1,3,Yes,Yes,No,FAIL
411.8449204910221,5,5,3,3.5362550989760733,220.60284469975153,34.9132008856959,42.79681243357098,39.42023110580196,300.0,7,2,Yes,Yes,No,FAIL
220.50642230679122,3,1,1,6.715519032859003,43.359252402822534,4.751994375460102,58.366169924996086,66.89124600637533,845.7233917020388,2,1,Yes,No,No,CONDITIONAL PASS
307.8949145109884,1,3,3,5.755752049873456,83.84136904464494,22.26216406873055,72.8302333189308,70.1839192359236,1190.7548962086803,2,1,Yes,No,Yes,CONDITIONAL PASS
119.27373748438995,2,0,0,0.9795529408860295,60.167288682149795,8.276215223800813,85.76893090021464,88.74340551353194,154.25094884956226,0,1,No,No,No,PASS
248.34104125645104,7,2,2,7.487495530747266,10.0,19.883125518924363,41.49495932590926,63.93712334503452,1355.4078874711402,0,1,Yes,No,No,CONDITIONAL PASS
229.7260867645967,1,2,2,5.845731990367866,106.96493701672122,19.155009340227082,72.56362162933794,48.464675496601416,1192.9999485679857,1,1,Yes,No,Yes,CONDITIONAL PASS
352.9255883315116,4,1,1,7.131565293099226,101.20155791425154,24.56527516590734,65.34382197933586,61.71514175100429,1176.1257909940575,0,1,Yes,Yes,No,CONDITIONAL PASS
333.4143411016988,6,5,0,8.055578288339726,124.376457830981,16.93758207151408,78.29669870655157,69.21868127861813,1289.0639014082985,1,4,No,Yes,No,CONDITIONAL PASS
201.42092915790283,1,0,0,6.510941586907831,68.05056186341893,7.612726299984499,83.65221514197165,86.08621212903512,348.00321494945894,0,0,Yes,No,No,PASS
31.701329992362645,1,1,0,5.182292711313739,57.67157180670398,13.549187965999613,78.10669626651948,90.91026645958148,327.2212420982154,0,0,Yes,Yes,No,PASS
477.4826484461862,6,9,3,16.764933541650173,16.406818699529822,30.446358141881912,32.136827413459756,45.20528901765271,1763.1044815778687,2,3,Yes,No,No,FAIL
148.21438777397768,2,0,0,5.398942653776167,95.53059238209077,7.697579633085824,97.66395231888309,79.41738553667675,30.0,0,1,Yes,No,No,PASS
341.3578358604612,6,4,5,7.7660203002727926,106.26736113840073,32.95025593073266,64.59845545609,69.77043915181245,840.6426144417095,0,3,Yes,No,No,CONDITIONAL PASS
284.0933503111218,6,5,1,12.043947721281274,88.62658355384255,20.940477555597923,32.91330817562544,39.732321943159185,998.2841604357172,4,2,Yes,No,No,FAIL
194.13687348651396,2,0,0,2.647186568662893,105.92245812395052,17.56589146650354,88.75423434891424,86.4271641342834,276.58435815791256,0,1,Yes,No,Yes,PASS
336.750866706731,6,2,4,9.889327036130377,98.95363737594059,22.12409612716452,57.01900408577179,70.54270105579758,534.5554763792181,2,1,No,No,Yes,CONDITIONAL PASS
367.5073479219601,7,4,3,8.706027374908562,141.1862362155595,24.996231280549242,38.3074073981922,36.94617149702623,1705.683261059496,2,6,No,No,No,FAIL
325.4581761075724,4,2,1,4.940967140053072,45.11485564504233,14.751449219505634,63.67130216049664,70.87108492136868,1071.6796118704958,0,1,Yes,Yes,No,CONDITIONAL PASS
349.98764647436985,3,3,1,1.0,74.8916450759838,8.928832962686307,69.74124552660355,62.99215397975823,662.4141719960603,2,1,No,No,No,CONDITIONAL PASS
167.5126649785635,0,1,1,1.983134049476278,30.884636725923194,27.07355854651105,97.43407467688101,89.15789494729269,635.2980875270064,0,2,No,No,No,PASS
384.12937592338335,7,6,4,10.083932690247117,98.35764856134833,20.719891517815405,56.636585994013984,41.37108801281628,1590.0550170301665,2,2,Yes,Yes,No,FAIL
293.8284039635104,5,1,1,9.637889577038298,98.56605764786636,21.63087679646504,51.26840272397956,46.849396496292044,860.9225677689752,0,1,No,No,No,CONDITIONAL PASS
136.89334672485384,3,1,0,6.113815249713029,77.10310588613872,19.540061368948884,91.92145213992593,86.08499957909812,544.8334481754327,0,0,No,No,No,PASS
119.51482134495575,3,0,0,5.9675770921790345,59.8356717887458,15.67000192406779,84.97378764338073,86.49173740282288,30.0,0,1,Yes,No,No,PASS
431.9062078243076,10,4,5,5.095509580349238,60.457002599753096,4.357717724708785,68.85743611463063,39.69264645667187,1506.8006331948059,3,7,No,No,Yes,FAIL
254.94231778726214,4,1,0,5.7727942410298745,39.955933398176164,13.396369147138003,74.77039625670716,71.67905794971055,780.0619936537282,0,1,Yes,No,No,CONDITIONAL PASS
202.63802958269113,1,0,0,1.6733394550990326,96.09546750513303,13.287874854445974,83.61280688713336,72.64435111081642,793.508149239172,0,0,No,No,No,PASS
146.78104167916908,1,0,0,3.960205387494394,67.36708493433692,11.80381763150628,82.0012143169392,86.78913852357175,593.594748854867,0,1,Yes,No,No,PASS
133.95914622671702,1,2,0,1.6796434043023738,80.33979932487065,3.87109200962408,90.91286835394135,94.33679181582333,193.9188525544884,1,0,No,No,No,PASS
139.3702973092733,2,2,1,7.074435561304842,82.45336879156667,16.94327239683259,90.6672720991417,85.03921594260426,463.529273802127,0,0,No,Yes,No,PASS
322.43063100747526,5,2,0,7.684200602959573,81.69801317768457,8.267583053070581,84.91311955476209,72.62868246570042,1337.664986194876,0,2,No,Yes,Yes,CONDITIONAL PASS
570.9979610415489,8,8,4,9.265068130754655,130.89741715776287,13.108493465861907,26.91995410020282,27.26508146161381,1386.1707018884083,1,3,Yes,No,No,FAIL
177.12671871955968,7,1,1,1.0,81.61297547391625,15.687080289807504,68.46877412880829,74.02460452665701,215.7039206991717,2,2,No,No,No,CONDITIONAL PASS
399.29760393139685,12,5,3,15.99852125668058,148.82422737003355,25.855939452876527,46.80882390252343,30.751266794935788,1269.0754157180866,3,3,Yes,No,No,FAIL
57.71252788932877,0,0,1,3.6422106575905557,54.83947027704209,8.974666059426301,87.13049826730678,87.86258785865151,572.5409843980034,0,1,Yes,No,No,PASS
217.4471890231293,0,0,0,2.58754522241981,32.01058117852213,2.8690707529164463,85.43919618919934,84.36180029438515,219.22889160953272,0,0,No,No,No,PASS
199.44998114930652,0,2,0,0.5,70.10606148480096,12.213914510621601,86.25851472399097,83.22661227574574,148.39601774673255,0,0,No,Yes,No,PASS
556.2759562296255,9,4,1,7.954963035470029,15.0,29.994180913467837,38.66899572736211,38.70174600470668,1453.7828650899098,1,3,Yes,No,Yes,FAIL
270.9858021651029,2,4,1,6.32988898663938,55.61866105327147,22.471875603013114,73.14587065552003,72.89414805558862,1412.0257064172442,1,2,Yes,No,No,CONDITIONAL PASS
194.51773629396206,0,0,1,4.862688442364626,27.941585157011765,11.559380794966527,95.27049929079975,81.9227202882736,115.17551766841245,0,0,No,Yes,No,PASS
131.0513829020737,1,1,0,6.835736984720532,144.13084663891703,15.045876167201206,79.33011704047867,90.84576479521857,281.71123609211213,0,0,No,Yes,No,PASS
124.38417170531503,1,1,0,5.306404802188318,73.68961094629273,14.615198164817789,99.08389072414471,89.37441277479029,360.11125682238895,1,1,No,Yes,No,PASS
307.5666186593885,2,1,0,4.391895249306215,112.25867118171486,15.799558325029171,53.05411753857261,69.36470250522619,831.5277156844285,3,0,Yes,No,No,CONDITIONAL PASS
346.7186838896301,5,3,3,10.284567584236246,135.84642218145567,21.049297609673495,48.00092749599383,31.43210971623722,1913.6466923624025,5,1,Yes,Yes,Yes,FAIL
369.0778442809851,6,2,0,10.916939104348579,151.50647852146113,26.950031844689093,55.07681904491673,63.414433540248915,921.7359389432813,0,0,Yes,No,No,CONDITIONAL PASS
228.81103304218018,1,0,0,4.715486897620055,10.0,12.551337592923284,77.31394669994654,87.16353379416347,193.25283988755473,0,0,Yes,Yes,No,PASS
143.76088879705077,1,1,0,4.304536764437145,67.3327975997324,8.624562105197544,83.77851844466433,86.27695081940462,854.507288379938,0,0,No,No,No,PASS
187.75327091851364,1,0,0,2.1984348560230806,25.523427730212838,12.465793899588261,85.66808462997318,92.90089137327115,56.976009061060836,0,0,Yes,No,No,PASS
266.192455175339,4,1,1,5.967395207004987,83.95473520112914,25.768947087936887,59.550731046053556,63.57134391250962,1278.217604716592,1,2,No,No,No,CONDITIONAL PASS
288.9757179052676,2,5,1,7.932929035042669,98.23639151484892,22.911244981379742,73.40265959867298,61.15199171780444,1052.5834708429265,1,1,Yes,No,No,CONDITIONAL PASS
203.6671285426978,0,1,0,4.953110666195181,51.535885965116556,14.306152467933284,100.0,84.31669311162686,317.5306613153185,0,1,Yes,Yes,No,PASS
