course_name,lecture_name,review_rating,review_comment,review_comment_clean,course_name_clean,lecture_name_clean,comment_length,word_count
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,A very good course that I recommend!,a very good course that i recommend!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,36,7
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,this course is good to have basic overview of chatGPT,this course is good to have basic overview of chatgpt,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,53,10
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,IT IS GOOD,it is good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,10,3
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Good,good,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,4,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Great introduction,great introduction,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,18,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,insightful,insightful,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,10,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,so far so good,so far so good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,14,4
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"It is so basico, I´m having all my questions answered","it is so basico, i´m having all my questions answered",Intro to ChatGPT and Generative AI,What ChatGPT is and is not,53,10
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,5,5,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,1,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,it's good and I am enjoying,it's good and i am enjoying,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,27,6
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Excellent,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Good,good,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,4,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Very easy to follow. Feel like I learned a lot of information in a short time period. Thanks!,very easy to follow. feel like i learned a lot of information in a short time period. thanks!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,93,18
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Informative,informative,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,11,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,greate,greate,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,6,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,This course been enlightening eye opening and highly informative ,this course been enlightening eye opening and highly informative,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,64,9
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Great Course,great course,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,12,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,It was really helpful I like it ,it was really helpful i like it,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,31,7
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Nice,nice,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,4,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Excellent!,excellent!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,10,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Prefect ,prefect,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,7,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,it's great,it's great,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,10,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Very happy with this course. Content is explained very easily. Makes me feel like want to know more,very happy with this course. content is explained very easily. makes me feel like want to know more,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,99,18
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Excellent course.,excellent course.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,17,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,It's been excellent so far.,it's been excellent so far.,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,27,5
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,great,great,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Excellent,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,This is a great insight for a beginner on how ChatGPT works and what to take into consideration when using this tool to improve your skills.,this is a great insight for a beginner on how chatgpt works and what to take into consideration when using this tool to improve your skills.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,140,26
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,It's very useful &  clearly explained everything,it's very useful &  clearly explained everything,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,48,7
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Great Content!,great content!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,14,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,well designed,well designed,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,13,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Understandable,understandable,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,14,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Excellent ,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Till now it fine,till now it fine,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,16,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Amazing course!! Very helpful whoever wants to learn how to use Chat GPT or AI.,amazing course!! very helpful whoever wants to learn how to use chat gpt or ai.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,79,15
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Good Course,good course,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,11,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Good Course ,good course,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,11,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,This is so helpful. ,this is so helpful.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,19,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,I like it a lot. What I heard met my expectations and I appreciate the fact that it is concise and to the point. I recommend it to anyone starting to learn what AI and ChatGPT is.,i like it a lot. what i heard met my expectations and i appreciate the fact that it is concise and to the point. i recommend it to anyone starting to learn what ai and chatgpt is.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,179,37
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Very Good and helpful,very good and helpful,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,21,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"The strongest section is the prompt and command section. 
I appreciated the ethical overviews as well. ","the strongest section is the prompt and command section. 
i appreciated the ethical overviews as well.",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,102,16
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,good,good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,4,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,  ,,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,0,0
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Thanks ,thanks,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,6,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Excellent ,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"Nicely initiated and completed
",nicely initiated and completed,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,30,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Great learning experience  ,great learning experience,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,25,3
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Lets adjust into the future the AI Revolution,lets adjust into the future the ai revolution,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,45,8
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,a must for everyone trying to leverage on ChatGpt as a productivity tool on their endeavors,a must for everyone trying to leverage on chatgpt as a productivity tool on their endeavors,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,91,16
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"It was great. I had the opportunity to see a little bit how ChatGPT and AI works behind what we normally see as users, and also how to use it better for a more smooth implementation at my own work.","it was great. i had the opportunity to see a little bit how chatgpt and ai works behind what we normally see as users, and also how to use it better for a more smooth implementation at my own work.",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,197,40
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,It is informative ,it is informative,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,17,3
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Amazing course for beginners to understand the basics of AI,amazing course for beginners to understand the basics of ai,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,59,10
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"good course must watch 
",good course must watch,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,22,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"I like the course overall, worth trying for anybody who need clear understanding of chatgpt. I would love to see it's advanced course.","i like the course overall, worth trying for anybody who need clear understanding of chatgpt. i would love to see it's advanced course.",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,134,23
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"It's good, as it has a different perspective to the AI","it's good, as it has a different perspective to the ai",Intro to ChatGPT and Generative AI,What ChatGPT is and is not,54,11
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Good one to know basics,good one to know basics,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,23,5
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,It really inspired a brave mentee that's ready to learn ,it really inspired a brave mentee that's ready to learn,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,55,10
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,nice,nice,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,4,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,365 data science.com,365 data science.com,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,20,3
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Makes us understand why we need AI to enhance our work for amazing results.,makes us understand why we need ai to enhance our work for amazing results.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,75,14
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,It was great experience,it was great experience,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,23,4
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Too good so far.,too good so far.,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,16,4
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,amazing course,amazing course,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,14,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Simple superb ,simple superb,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,13,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Good ,good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,4,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,This course is verymuch useful,this course is verymuch useful,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,30,5
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Excellent course with summarzable stories,excellent course with summarzable stories,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,41,5
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Very insightful.,very insightful.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,16,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,great,great,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"It was just what I needed to realize the exciting possibilities with this program! Good, concise info. Perfect for a beginner.","it was just what i needed to realize the exciting possibilities with this program! good, concise info. perfect for a beginner.",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,126,21
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,nice course,nice course,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,11,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,superb,superb,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,6,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Great One. learned so many insight.,great one. learned so many insight.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,35,6
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"As a Computer science student, I would recommend it to all, students, professionals, freelancers and to all the world to muat watch it. Cos hopefully it will change you, your thought process in this AI world. And obviously it will cause improvement in your communication skills. Thanks 👍","as a computer science student, i would recommend it to all, students, professionals, freelancers and to all the world to muat watch it. cos hopefully it will change you, your thought process in this ai world. and obviously it will cause improvement in your communication skills. thanks 👍",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,287,48
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,This will be good for the people who want to know what is chat GPT,this will be good for the people who want to know what is chat gpt,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,66,15
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,it was easy to understand and well explained,it was easy to understand and well explained,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,44,8
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Great Experience ,great experience,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,16,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Very informative for the new user,very informative for the new user,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,33,6
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,great,great,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,i'm happy about this course,i'm happy about this course,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,27,5
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"It presented AI in different levels: How to use it, why to use it and the most important, understand that it won´t due your job but it´s a n incredible and capable assistant. Right down from São Paulo, Brazil, Thank you for this high quality training.","it presented ai in different levels: how to use it, why to use it and the most important, understand that it won´t due your job but it´s a n incredible and capable assistant. right down from são paulo, brazil, thank you for this high quality training.",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,251,46
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,The videos are short and straight forward yet very informative. ,the videos are short and straight forward yet very informative.,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,63,10
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"so far so good
",so far so good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,14,4
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,nice identify to GPT,nice identify to gpt,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,20,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"it was very informative and really going to help in my future projects
",it was very informative and really going to help in my future projects,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,70,13
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Thank you ,thank you,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,9,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"Excellent
",excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,excellent,excellent,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,9,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Great,great,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"its informative
",its informative,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,15,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,excellent,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Very good coverage on contents,very good coverage on contents,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,30,5
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,The course is very informative and provides good examples for prompting with ChatGPT.,the course is very informative and provides good examples for prompting with chatgpt.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,85,13
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,exceeded my expectations! ,exceeded my expectations!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,25,3
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Excellent course  on AI Generative AI and Chatgpt,excellent course  on ai generative ai and chatgpt,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,49,8
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,excellent,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Very well explained. Good material.,very well explained. good material.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,35,5
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,excptional,excptional,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,10,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"Its very simplistic so far
",its very simplistic so far,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,26,5
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,good,good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,4,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Good,good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,4,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"nice
",nice,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,4,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,ok,ok,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,2,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Very beneficial ,very beneficial,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,15,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Good ,good,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,4,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"Amazing, very informative ","amazing, very informative",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,25,3
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,so great.thanks,so great.thanks,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,15,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"Course is informative for very beginners, easy to understand and an useful intro. ","course is informative for very beginners, easy to understand and an useful intro.",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,81,13
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Amazing,amazing,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,7,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,EXCELLENT,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Brillant!,brillant!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Excellent Information.,excellent information.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,22,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Wow,wow,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,3,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"Great content, specially the concept of 5Ws and 1H. Hats off to you🤓🤓","great content, specially the concept of 5ws and 1h. hats off to you🤓🤓",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,69,13
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,As far this point it's informative and engaging ,as far this point it's informative and engaging,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,47,8
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,This was very good,this was very good,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,18,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Good to know how to use it and few more details about ChatGPT.,good to know how to use it and few more details about chatgpt.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,62,13
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,fascinating! need more videos related to AI,fascinating! need more videos related to ai,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,43,7
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,every doubt of chat GPT is clear and also learnt new things ,every doubt of chat gpt is clear and also learnt new things,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,59,12
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,it was good. i hope i can get more free courses like this.,it was good. i hope i can get more free courses like this.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,58,13
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Exceeded my expectations,exceeded my expectations,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,24,3
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,It's really amazing ,it's really amazing,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,19,3
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Compact but yet very insightful introduction to ChatGPT and the world of AI as a whole. Its also just one hour so you could replace a netflix movie with a fascinating productive course!,compact but yet very insightful introduction to chatgpt and the world of ai as a whole. its also just one hour so you could replace a netflix movie with a fascinating productive course!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,185,33
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,"It is going good
",it is going good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,16,4
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Amazing,amazing,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,7,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Good ,good,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,4,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Good,good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,4,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,This course is well structured and very interesting. It makes me want to go to the next slide,this course is well structured and very interesting. it makes me want to go to the next slide,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,93,18
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Great course,great course,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,12,2
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,solid understanding from basic to advancedon chatGPT .,solid understanding from basic to advancedon chatgpt .,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,54,8
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,This course is so nice and am excited to learn on AI,this course is so nice and am excited to learn on ai,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,52,12
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Very good.,very good.,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,10,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"As an introductory course, it is a good basic rundown on what AI is, how you can use it and what it has to offer. It is concise and to the point. Great for anyone who has heard about Chat GPT on the grapevine or has only used it once or twice. This to me is a fundamental knowledge course that everyone should do. Just so you know, it isn't a deep dive just a basic understanding, so it is true to its name as an 'introduction to Chat GPt'. It is an hour long so almost anyone can find the time to get you up to speed. I probably wouldn't pay more than $10 for it though. Its more of a laymans understanding of it.","as an introductory course, it is a good basic rundown on what ai is, how you can use it and what it has to offer. it is concise and to the point. great for anyone who has heard about chat gpt on the grapevine or has only used it once or twice. this to me is a fundamental knowledge course that everyone should do. just so you know, it isn't a deep dive just a basic understanding, so it is true to its name as an 'introduction to chat gpt'. it is an hour long so almost anyone can find the time to get you up to speed. i probably wouldn't pay more than $10 for it though. its more of a laymans understanding of it.",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,614,126
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Excellent ,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Completed 'Data Analysis Projects' Certificate from MyGreatLearning!,completed 'data analysis projects' certificate from mygreatlearning!,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,68,7
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,These courses are very high quality and professionally made. They are very educational and I have been learning much about ChatGPT and Generative AI. These videos so far have exceeded my expectations. Thank you!,these courses are very high quality and professionally made. they are very educational and i have been learning much about chatgpt and generative ai. these videos so far have exceeded my expectations. thank you!,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,211,34
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Really helpful to know the use of AI,really helpful to know the use of ai,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,36,8
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Excellent,excellent,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,1
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,AWESOME insights and ideas,awesome insights and ideas,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,26,4
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Wonderful information and insight,wonderful information and insight,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,33,4
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"Excellent
",excellent,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,9,1
Intro to ChatGPT and Generative AI,What ChatGPT is and is not,5,Very good ,very good,Intro to ChatGPT and Generative AI,What ChatGPT is and is not,9,2
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,This course is an eye opener for the candidates who see their career in data science / AI field. Kudos to 365datascience team for this course.,this course is an eye opener for the candidates who see their career in data science / ai field. kudos to 365datascience team for this course.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,142,26
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,This course was very exciting and I learnt a lot stuff I didn't know about AI,this course was very exciting and i learnt a lot stuff i didn't know about ai,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,77,16
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Excellent content to get a better insights about the ChatGPT and Open AI tools.,excellent content to get a better insights about the chatgpt and open ai tools.,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,79,14
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,It's a short course but gives you a clear idea about chat GPt   & other forms of AI. Worth the time !!,it's a short course but gives you a clear idea about chat gpt   & other forms of ai. worth the time !!,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,102,22
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,"good, is there any other course that you would like to recommend?","good, is there any other course that you would like to recommend?",Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,65,12
Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,5,Good,good,Intro to ChatGPT and Generative AI,Why you and your company must embrace AI,4,1
